%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 50
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute attrib_5 numeric
@attribute attrib_6 numeric
@attribute attrib_7 numeric
@attribute attrib_8 numeric
@attribute attrib_9 numeric
@attribute attrib_10 numeric
@attribute attrib_11 numeric
@attribute attrib_12 numeric
@attribute attrib_13 numeric
@attribute attrib_14 numeric
@attribute attrib_15 numeric
@attribute attrib_16 numeric
@attribute attrib_17 numeric
@attribute attrib_18 numeric
@attribute attrib_19 numeric
@attribute attrib_20 numeric
@attribute attrib_21 numeric
@attribute attrib_22 numeric
@attribute attrib_23 numeric
@attribute attrib_24 numeric
@attribute attrib_25 numeric
@attribute attrib_26 numeric
@attribute attrib_27 numeric
@attribute attrib_28 numeric
@attribute attrib_29 numeric
@attribute attrib_30 numeric
@attribute attrib_31 numeric
@attribute attrib_32 numeric
@attribute attrib_33 numeric
@attribute attrib_34 numeric
@attribute attrib_35 numeric
@attribute attrib_36 numeric
@attribute attrib_37 numeric
@attribute attrib_38 numeric
@attribute attrib_39 numeric
@attribute attrib_40 numeric
@attribute attrib_41 numeric
@attribute attrib_42 numeric
@attribute attrib_43 numeric
@attribute attrib_44 numeric
@attribute attrib_45 numeric
@attribute attrib_46 numeric
@attribute attrib_47 numeric
@attribute attrib_48 numeric
@attribute attrib_49 numeric
@attribute attrib_50 numeric
@attribute class {0, 1}
@data
-912.72656,409.43835,178.08142,-260.22192,-789.1898,-558.6351,600.37805,842.593,450.26233,258.16602,663.7948,-493.58218,991.9592,898.97876,-932.13605,-600.6641,-269.1942,-763.19116,-777.90485,446.31055,-216.88495,-947.3202,227.29895,433.32556,896.8883,-192.40173,538.81384,-119.82556,809.4087,-995.5123,-106.27429,457.8374,932.0923,690.4425,-804.4962,-84.16058,-864.88214,870.3634,-776.70154,736.9359,-140.56433,386.2284,-730.5209,-449.07532,-698.6658,161.97058,107.816895,-283.6621,994.8208,622.1207,1
56.045288,418.21753,759.65,563.0913,320.35767,132.13464,-312.08722,789.17065,295.7351,369.0647,-390.32172,421.00525,-955.1831,-757.3191,-691.7451,942.5469,-210.63763,-409.91156,-351.78076,773.15,-77.822876,-871.0343,-265.56238,-565.29926,-216.29596,448.5409,237.8833,-770.6299,-753.6898,508.77856,104.13049,-248.22119,10.626526,761.6084,-997.01434,530.07117,-557.8721,9.979736,82.791626,-376.4052,762.46545,684.9778,-139.47662,-899.4127,458.8954,-651.8081,408.86597,-22.52655,886.47363,-84.020386,0
-605.9515,-577.9199,211.51611,-645.77856,-26.714783,-193.72028,-918.8513,406.6172,-921.7517,539.2754,-297.3949,296.5244,-808.91693,-479.0561,377.2528,281.79675,-637.9532,-474.64417,958.1592,444.02905,-77.06433,-142.20282,186.33777,-841.92896,118.03931,-775.6831,409.6394,-685.37317,704.4425,-88.97089,799.58716,-441.79425,466.07166,91.10364,855.27576,554.6456,540.9585,360.57898,-280.21167,-383.1136,-521.22156,449.83643,-366.58978,-105.38397,-974.2096,465.77588,-290.75262,772.874,-223.1087,-9.559326,0
-859.31384,126.64429,-960.42975,-104.96417,936.4579,642.923,522.1299,-176.00732,327.9004,-451.29523,788.61755,961.9336,104.338135,-227.22443,815.489,917.09326,306.32788,821.1636,440.10413,-662.0426,-57.152405,-539.4573,-991.26654,-774.41754,-302.6667,-319.15454,-888.16815,-187.73859,948.79614,347.78613,-63.086914,347.9076,-141.91882,-542.04175,474.4386,168.72705,-244.34247,-26.387512,579.7113,-981.543,616.15625,-158.8147,-276.1576,750.6477,-983.79865,-12.907532,-840.5609,-738.8278,-354.0912,836.2604,0
-818.26215,-216.6535,180.75354,213.31885,-816.5134,-476.24908,-880.6646,-636.6653,281.95667,-974.95764,-946.0993,-731.5869,439.04553,-387.24664,-235.69226,438.4535,200.50513,816.2748,512.44763,-81.20416,-552.0852,749.9241,962.9641,-615.55255,-112.90985,98.201294,-732.5563,-119.967896,389.20105,570.0427,23.072815,16.559814,755.94824,-529.9209,53.08911,-749.4355,-2.2722778,-619.3849,255.1831,248.11401,-206.21222,-143.75623,-874.6684,275.64587,445.9646,503.71765,-11.626099,-938.4604,-657.3418,-147.10199,1
-547.0292,-363.2143,717.2898,20.308228,-842.58636,-709.93304,315.55896,-674.9783,484.07764,-37.979126,-521.60187,-262.68585,594.14465,-844.5974,102.59949,-676.2826,-129.45459,-247.67535,958.66675,-302.18768,-344.09747,6.699341,925.5243,894.3021,-966.41864,-580.5345,-155.70831,-945.38837,323.78467,206.13257,898.4136,-154.54095,952.9553,-369.37115,-304.9928,627.552,403.58032,-393.60504,552.3749,-950.23846,-937.186,655.11365,-108.79907,964.83105,962.1732,-434.5761,82.034546,345.8811,636.8756,-91.58252,1
619.23645,228.67212,-367.76843,-56.328613,-928.3551,612.7932,545.8176,-610.97925,-97.20282,725.64514,-82.00409,-970.7686,958.6173,-913.7082,-230.33209,-796.8157,-811.93744,-598.046,-865.02185,836.13586,992.2954,-511.87323,-451.98456,-126.92755,490.53015,124.0011,116.38428,721.1317,945.77844,-961.9247,550.84827,623.51245,611.29553,64.54443,319.07397,764.2529,338.61133,919.2605,952.83606,-657.29395,430.60303,-985.24414,461.86694,858.49756,428.14905,-732.9702,-206.13348,412.20178,-213.52118,942.4973,1
-670.98676,-46.074585,-272.58813,251.70544,508.64917,-898.55597,946.26013,-382.87634,-128.36584,401.48523,307.2412,-674.4812,8.199219,-277.7912,178.8324,621.12744,239.9513,841.8873,640.57117,-795.9569,-803.9861,-761.75977,-564.6134,568.93665,-120.88611,-415.16742,-753.3749,-347.5658,-698.2462,525.3993,646.5099,853.17737,-678.5633,923.9093,-107.146545,646.7949,915.2405,-22.361572,-356.5785,-261.2827,807.86194,-667.5276,-387.57904,980.9723,-896.41394,654.11304,-788.8329,-875.2038,-628.54266,985.8168,0
-704.93964,889.104,494.26294,662.7439,-718.41724,795.56396,515.7627,554.9557,-890.8986,-245.77777,706.9302,975.5416,773.8434,-520.6692,-879.2022,-282.67957,-487.5103,473.2307,-983.17413,-628.9932,90.40491,536.8484,709.5437,329.68896,-889.39264,548.5664,-367.4594,-301.08228,-223.84436,598.9303,707.7102,-291.34015,-881.2923,476.8584,-529.0176,162.81836,-651.4116,-26.273865,-170.3977,-36.01709,686.7766,504.8949,812.34717,815.51843,806.8043,143.96228,222.8971,-169.94196,-155.36627,-676.7857,1
-282.09424,962.9197,-172.83667,174.45935,-494.85522,-59.084656,-674.91565,767.6299,-406.57794,-328.5208,153.39246,350.24207,324.80615,993.9905,-977.0632,-900.9989,-218.98773,-925.3771,-811.036,-134.44855,-420.36218,748.0044,-652.3041,-68.43457,-437.74,673.42224,-700.4426,-115.92633,-74.76074,300.2649,227.74548,380.14148,455.39795,-673.15497,-166.5838,-209.30396,706.5731,588.69617,-976.1666,496.51746,189.37024,126.89563,-632.58624,955.10474,-54.727905,563.91516,-890.3302,565.3356,237.58655,-146.04626,1
186.63794,827.536,-484.4563,976.6631,-622.5468,-670.2127,-705.81866,-792.3734,-494.68924,686.99207,141.48706,225.90613,-573.86487,717.4302,-424.40924,508.4264,436.85168,862.2367,-651.3671,-787.083,-309.76306,-863.5619,-669.74133,65.58557,220.90039,-254.11896,2.519104,646.652,267.03015,-87.3988,-560.71405,906.3214,-284.89056,-578.1282,-432.88348,745.7324,699.89465,-62.617554,490.83398,61.86438,659.51917,-773.30273,715.9136,-217.65314,-524.33453,97.34851,-788.9041,-894.4387,-278.66974,-935.3801,1
428.47668,413.38367,493.78088,-444.7163,-365.3523,-861.6342,827.8816,797.2505,-794.70416,-755.8921,265.04602,453.30225,896.99146,-82.97052,-204.34918,527.7755,533.72864,-430.30542,97.82214,108.26904,32.104004,-679.6942,-236.91327,-899.84924,-762.14453,-260.0692,29.455566,269.8435,657.8019,-151.52124,435.08752,633.572,-154.94049,92.39966,-239.24158,-488.54385,931.7377,-648.4708,646.93726,-587.46204,602.14075,-100.54236,351.3534,-675.4647,660.8375,-318.74762,255.51184,-47.18396,-726.2193,274.31885,1
933.6957,986.2903,-53.00586,-537.3635,-134.42981,-436.37695,-643.8331,-518.44214,-796.41614,771.3685,251.82678,-320.18207,-601.06213,-773.66394,-161.40863,-402.65564,944.9724,-422.30353,-736.6782,-728.07635,-985.5985,-889.95795,145.83606,-35.27887,346.8988,-463.18213,-552.8356,434.1134,386.12207,-455.75763,394.15552,-610.7604,-629.66284,679.04175,665.57666,-180.86469,848.38196,769.02246,-406.32867,-479.73724,922.79126,-776.2879,-253.52802,334.70593,-585.5232,-717.00024,929.9907,363.25134,-901.5606,-435.08783,0
385.73975,732.02905,177.56604,-890.6373,-242.13928,-631.65784,241.64307,522.91614,-734.5277,680.7632,-898.7058,800.31274,439.67053,40.53418,-908.367,931.7001,770.9469,-474.24677,707.99365,-499.7772,661.6161,516.7927,766.18396,132.8252,-810.8253,-579.16345,-327.71527,-112.176636,360.33752,-944.61346,-157.9082,-553.9942,-228.16943,35.036743,827.8832,317.7295,892.843,-117.23395,290.26404,-813.32684,545.3739,526.45764,-404.573,981.62146,582.5311,-656.6988,523.2377,300.8507,-748.82446,979.19104,0
-660.86145,-590.6084,-725.87573,797.18616,312.93726,187.65027,298.46118,-1.4526978,660.13,-869.4322,-969.674,-788.17395,836.4818,779.7031,-887.1146,-340.07385,134.16797,-183.66998,603.0145,892.0183,-392.1405,-548.16266,-236.45245,-493.36386,501.70874,-277.5716,-188.21594,294.239,553.27686,-171.68347,251.26282,-208.02283,818.0154,-246.68164,462.64868,370.34973,-12.00238,58.94861,340.90015,660.8987,-428.82837,967.8231,939.71826,-613.9654,-247.51611,634.38086,-679.3987,466.54456,275.80347,-153.3623,1
102.66223,-340.7177,-734.3489,310.89014,-429.30945,916.9994,-449.6797,141.98572,622.7699,164.22327,753.0498,-785.01465,325.09082,-752.4536,185.49097,629.7427,390.4242,-554.36206,407.787,698.1288,508.0558,113.751465,212.16284,584.3364,-873.2027,-210.55646,741.99854,11.895081,29.033936,400.6836,-524.0587,-703.2598,-167.41724,94.47742,-113.313354,373.8745,-581.5279,643.58777,-273.36188,455.8672,-793.4227,-609.11444,97.73364,-505.36148,187.37683,-744.68256,730.3036,713.6819,-333.07776,-549.5698,1
225.90515,136.07507,793.4408,255.8451,-588.34595,254.33972,107.81995,-565.9712,-591.3452,771.4094,-403.44928,-300.84113,-465.2931,-312.3329,-975.4653,21.837585,-258.45654,917.22266,686.4866,492.85974,-70.56287,87.29553,139.49463,971.1908,187.08545,207.77893,965.62683,-194.22845,-227.73383,-506.23987,-837.6979,547.709,478.833,781.97473,-630.53064,-241.12372,-71.8042,-297.12146,816.46985,-225.11072,278.51367,-946.77716,-392.21594,594.8867,-137.59857,-340.28137,-234.30792,947.489,-655.96814,-567.4155,1
309.20667,21.769287,129.09448,278.47083,-427.53558,354.01636,966.1459,-924.5411,952.08813,925.5303,945.469,8.535645,321.86548,-346.3612,-568.3644,-777.85297,464.41064,147.5763,-141.4577,967.1399,43.311523,852.82495,770.7715,-797.4016,-124.41553,-478.03668,12.705322,-41.206787,-436.90283,327.02844,546.89795,-324.34442,902.9363,867.8447,-974.2078,-798.10114,920.53564,-167.27087,945.9424,173.10876,855.70264,-867.5661,981.4834,82.8291,-19.49115,955.1432,-76.33417,518.87134,739.3418,379.7898,1
545.85425,-242.22003,375.24194,-63.085266,-331.53735,193.59058,-57.026184,-179.2575,715.8815,922.71594,408.11414,333.1012,137.52649,215.0055,-607.2363,-420.73352,207.72034,-428.28113,-947.68256,-562.23535,-75.8078,604.3645,-445.93976,390.61914,992.56445,64.052124,-322.823,927.48376,-785.7333,-990.78577,165.10095,-73.44745,987.90186,-679.74695,634.9453,667.095,89.1626,552.8738,-914.9021,942.9138,-588.0221,467.56665,340.8817,-877.0208,-66.35516,-519.0945,139.51501,944.9452,809.28,755.03186,1
979.43176,329.2046,206.00513,-325.10388,345.35132,-434.4021,254.85437,-941.4653,-530.6839,-148.16223,-671.5248,-396.14124,-600.75977,352.16956,745.2683,796.13904,820.34485,696.7372,955.6915,-216.42932,811.1803,156.58044,284.03174,574.0077,-485.23346,606.1398,-620.9748,-685.8428,566.7073,-175.4002,669.28735,-616.7715,-954.03345,689.355,324.5874,566.23584,-299.67938,379.3346,491.58533,-332.146,247.32642,-167.12347,-97.27515,-414.06793,-337.02075,-605.7067,-650.44727,84.47156,-455.94336,-164.77362,0
966.81726,289.0802,-133.52478,751.338,791.27136,273.61304,760.81604,711.8429,639.18835,-985.0797,-712.49927,-521.16394,-10.824707,463.31775,617.9293,115.32446,-738.0561,509.60596,514.21985,-134.67505,656.2831,-774.8378,549.016,-683.6567,-469.45074,909.8335,-881.842,-455.99792,211.57324,-796.9332,-27.157349,690.5393,-932.0419,-203.09473,-265.77972,743.3518,702.32007,-864.8049,652.21204,156.7096,197.10645,-108.45917,731.6532,399.22412,-508.80222,989.25464,272.69983,511.60242,-830.4177,-540.25244,1
-141.23871,-676.32605,215.96948,-468.48578,-125.946594,106.631714,-391.7151,-999.9371,-255.80988,-874.12225,-970.4298,149.85046,267.06372,-188.17737,-578.1138,282.48157,637.5901,80.436035,-371.60065,-748.8662,-931.2768,-287.69946,948.90625,309.3794,272.47253,-361.62286,-923.3677,53.268066,488.48315,-517.3632,589.21533,-731.2523,-765.9298,-223.82617,934.36597,-907.80316,498.42114,884.36365,680.77454,50.048462,715.0156,-121.915955,697.4092,-735.81287,520.1327,-668.02954,879.4309,-606.9951,41.64917,347.13025,1
-943.4684,-276.29578,-738.841,-27.30658,799.5724,-760.36096,-146.23053,640.02893,983.9834,-542.8103,833.7633,225.41272,173.46411,-640.13165,-679.36145,-78.61792,-844.9032,-146.94415,-211.13147,-776.03253,-712.9295,820.9752,276.0547,-967.5553,712.78406,88.2074,197.96777,-889.79694,950.18115,371.26038,-344.69464,969.77966,882.7435,-348.59503,415.82202,-377.9383,-241.34998,308.1936,116.81152,-430.88733,-552.8145,823.7816,-343.24408,-77.969666,906.56177,901.37415,-768.7221,589.69995,584.89185,436.8246,1
-982.6352,111.2561,-693.86316,940.6129,121.16028,-105.478455,-914.57935,728.1366,78.44519,-625.3551,273.18958,479.44934,933.2623,-78.38873,445.26892,-384.71362,718.9614,202.25256,-464.05145,344.41577,-972.7246,141.83838,853.806,-791.9358,274.86133,632.28284,825.0558,-519.63934,263.07275,-301.54956,-423.21002,-120.54791,675.5526,961.00525,-197.44617,-297.8559,269.57117,923.6925,745.2792,-284.3775,690.853,-135.09741,-412.3252,-76.98163,-922.0268,927.81323,57.75232,-334.72186,921.22644,-619.6356,0
-362.75555,430.00537,-997.7995,955.7716,403.2489,-791.355,-335.8819,686.23474,238.51208,276.5824,149.33313,-293.04376,913.34204,-133.56879,289.20068,-865.4688,-627.78,-637.0075,442.86572,-686.7699,450.7577,369.0641,-744.65656,-525.3567,-796.2749,-725.5129,-458.40625,-829.3876,-957.54816,-193.48193,402.11865,716.3262,-40.015625,-552.18335,536.94214,-680.089,-735.04285,-420.95392,-351.34418,576.8002,-549.78314,-263.71906,-188.45154,-428.38202,89.81384,-530.8734,732.6571,-42.73047,988.05566,943.651,0
-58.085815,-929.62085,196.89526,-345.06104,-877.6133,394.17236,973.0012,-602.72375,-972.065,-505.6473,263.44214,985.6798,-265.55383,-69.52545,-111.01172,130.68811,332.12415,-415.2328,236.61658,339.03247,590.14844,-647.67944,977.8811,-253.9867,611.3402,-799.0077,97.38977,381.10278,-956.69727,-763.6473,-654.29346,526.50964,23.83258,-403.565,-876.42505,-450.8683,-287.77637,753.01184,759.4396,-130.46417,994.417,-889.4267,-840.18225,577.30115,-251.2243,-328.86768,-107.84729,-389.73132,-79.40741,-27.559875,1
-97.6416,385.94092,-422.73297,-490.85678,274.34265,306.4796,102.414795,410.87036,706.3756,654.45276,-263.9961,278.18848,709.24585,54.68396,778.9353,766.822,-76.27307,898.2623,954.3191,-237.52124,-590.04456,-92.02667,-345.97858,803.0864,-721.10376,370.11194,-902.1135,782.18677,-383.84625,465.84717,794.36865,-93.30237,-709.0375,-393.9936,-884.8666,384.19897,948.27,706.3518,282.5177,379.3551,249.40149,936.1255,617.5658,-593.96204,-743.122,630.8428,507.68835,511.17102,-248.46814,-218.98596,1
226.81506,-641.7372,225.146,-208.31812,477.245,633.05566,309.42126,-946.6376,321.2229,70.667114,482.15015,273.18005,31.601685,-156.94653,-965.93896,-514.3079,314.77307,47.581055,484.86487,-803.8989,345.38513,-398.05957,-95.37494,-795.74536,-898.8145,-22.406494,-73.35791,316.03723,-402.33722,893.3981,-369.37628,369.4613,-204.01636,343.00464,929.9938,785.96814,-805.94763,144.07446,614.7656,-796.8485,409.34802,574.3236,781.4868,-346.6808,423.52222,-401.1546,-975.6593,223.01611,582.5679,-304.87762,1
466.56567,-838.1733,-67.301575,346.5885,478.93518,4.485962,-979.095,902.55725,-237.8858,428.52722,900.4873,691.78235,362.29285,290.3982,755.6802,-971.126,144.56909,-433.81915,-704.1704,-932.7565,266.13452,768.7543,-131.6037,329.20508,-728.6028,821.4407,-898.60425,-816.6866,573.74646,338.8806,-190.28992,540.9739,-706.2491,-200.91632,886.0366,-391.19165,-308.84583,186.30627,-53.935303,-339.78094,-241.88867,342.6117,608.80176,479.0442,933.6898,486.66663,-533.2035,380.14807,354.73364,-858.4618,0
37.336914,526.2494,575.76843,-941.0493,284.52698,-362.7635,-729.293,635.67236,663.47485,127.677734,-928.3154,788.3992,-938.3455,-789.81665,-594.55835,-713.2892,-501.1704,566.73364,-44.7583,-860.6292,995.7561,-182.9654,-793.6062,787.45447,-366.7898,202.4231,-573.9726,-421.5157,496.714,-344.21075,-617.1563,278.95703,938.66223,742.4426,130.14685,-771.6463,388.3772,833.7987,-744.4627,145.922,801.953,-684.78314,-856.7743,-427.77448,-232.4278,-368.72748,-999.99506,460.65955,-731.68884,536.20105,0
663.4973,-470.16815,-846.72485,-955.79663,541.369,-354.08545,-520.7661,-736.2436,422.78467,724.77246,58.756958,552.02344,358.45325,-573.12024,787.1736,-760.0845,-676.8096,-736.263,619.515,555.3048,-44.992554,642.7058,429.91785,-688.6538,307.30786,847.88086,-590.1963,-571.18414,255.85706,987.8209,147.47253,-574.17175,969.76416,536.66675,80.575195,-364.753,685.7938,253.37256,624.2648,-900.44336,917.90955,984.48486,-48.35498,-155.08179,189.01672,-860.8963,-860.5266,-449.41913,-610.5349,-529.6366,1
190.8927,506.77942,-53.061768,205.97644,308.30347,-806.3046,-865.0602,541.083,-286.6883,816.01843,52.16687,39.85486,297.0149,692.0925,-927.36865,-411.99414,-567.2794,-476.41248,896.4789,196.5597,-605.4821,261.09058,724.0222,-822.0649,-1.0527344,532.9607,530.5924,998.60815,323.35022,419.2494,-62.615417,458.3131,653.29944,729.43616,-246.44507,753.9508,172.8446,-117.81287,-92.59595,457.07373,-664.8656,-12.705627,-810.44226,-532.9824,337.30286,794.40784,-1.3620605,597.4608,672.33923,-199.875,1
-890.00964,612.38574,-658.01465,-5.5438843,-619.3816,248.12537,988.5344,-520.3639,-741.4542,-958.61676,-60.26709,-491.2916,982.4137,-371.18884,-40.184937,-631.7436,437.19092,-408.06146,361.02905,-30.88507,-225.54022,891.94714,-946.16125,-989.15564,110.8125,-528.01013,100.31775,-849.79596,-114.5246,700.4529,-615.9243,730.8163,788.3539,-13.23291,-878.6111,320.66174,-437.72827,122.07385,112.032715,-443.9944,438.25208,-319.74237,-135.35657,-395.20044,-519.7287,160.55664,-969.7372,939.5668,695.99,-538.83026,1
-60.9494,49.221436,412.5464,-256.0218,-541.02673,221.23438,-878.4248,783.70544,-118.38965,590.0044,765.1909,-509.45944,89.045044,274.25232,264.7577,453.45496,867.1333,615.704,986.8379,-927.85626,904.2766,283.2843,795.7998,128.7268,-248.8501,-678.5027,360.13403,496.04993,815.6625,-901.38245,459.61023,-912.37634,-671.23706,-450.22375,182.98633,124.95007,-859.47864,-888.0266,-888.9455,-668.82135,192.2544,312.50378,-152.60895,755.7479,-440.71472,-900.7626,589.25525,592.8635,-929.7409,690.64526,0
823.65686,-422.6294,-317.23816,975.4199,688.69385,-675.2186,-968.68036,305.9867,57.83838,327.92078,-137.31647,-92.83911,984.92664,230.85645,-565.36755,60.65454,790.18835,471.4828,-621.64514,-271.90802,772.7273,-582.667,10.799316,-660.3527,-697.55634,714.89307,632.2106,102.36609,-125.531006,730.8978,-44.603577,371.6925,601.75684,684.7909,487.09875,381.66992,-423.44135,-645.2653,-581.8274,943.7417,549.08496,-914.7425,378.0984,-398.9712,-548.2655,-767.171,-729.3092,-835.5855,439.85034,-843.63885,0
-668.31396,558.7197,325.0409,-607.1708,-464.77637,471.7074,544.68225,753.9159,525.0648,425.6023,141.29285,737.782,-642.2827,-419.72473,-381.94348,870.7699,518.4657,829.1808,-8.159058,-622.9485,-92.36578,563.6033,-117.35907,919.9337,793.2352,857.7113,58.452637,-933.26404,87.48877,766.3762,-502.83716,-400.1369,-271.4781,929.6643,-267.88226,-170.10712,-565.11194,742.3628,-984.3915,662.2062,-350.6258,-26.143188,664.59595,326.8877,-900.1105,913.12366,845.569,-597.67004,79.06152,865.5657,0
10.513428,46.175903,280.48865,142.85779,-786.4568,192.9375,828.43164,-436.06543,-382.1742,-114.16699,-0.9507446,-75.3006,645.0121,-118.912415,-944.8833,-104.011536,-575.54346,196.14343,602.4885,373.77673,-532.9046,368.932,925.4005,432.56555,-181.07477,-146.43811,-130.97089,722.34607,-658.3957,198.47888,-988.44116,401.4818,222.77747,436.35925,-895.66815,-487.6856,336.3015,-539.3012,-942.5129,83.239136,-347.3709,72.26526,-890.17993,180.46143,-457.81708,849.28284,245.42517,-365.41083,-480.36316,28.421509,1
406.00928,231.67432,-255.40942,179.36768,-403.40558,785.26807,-575.791,-386.04498,593.65405,695.5083,-844.027,191.53735,-361.4422,353.2102,-796.2336,-534.5115,235.5249,-938.6161,-281.89777,-38.581787,972.1167,-976.4424,991.36975,-214.10437,-858.3727,-612.2645,-18.437805,735.17444,-129.44427,-663.22473,-456.9782,606.6173,-559.3238,-219.57849,-929.68085,-488.7783,-455.95148,-668.81494,-408.5404,-356.15076,320.63684,-64.289,739.18884,188.46777,202.03857,785.23206,-515.75134,-181.08557,-178.8534,-56.843323,1
-967.98975,601.39465,-453.596,-495.20648,863.9912,-986.86743,-439.37146,43.668945,-451.6585,262.29333,-171.77667,-399.15466,648.4608,-872.50085,780.9099,-461.89752,826.4872,130.96545,100.95044,202.797,68.47705,17.48645,592.1582,-458.3322,850.67224,232.2019,802.8142,-447.19183,21.330933,373.27954,-199.05261,779.4806,190.17322,-558.6465,301.25378,-73.601135,497.57568,115.75842,204.26562,118.56152,-221.77911,258.3042,-467.7968,-675.3334,338.9934,-621.4592,-267.72168,31.598389,-161.51538,-109.839355,0
-632.96387,383.422,85.55176,-353.60345,322.65967,-312.2165,966.95337,-537.0309,-160.01508,-555.44366,-830.839,-879.6538,-90.6983,866.0392,877.0243,-317.22498,868.84607,-765.0476,-787.95245,879.75745,408.21802,385.94275,815.6113,-233.6665,601.7833,-901.7478,-312.44806,911.75024,83.45093,-748.33527,158.08838,961.78784,23.042297,-775.20593,701.16785,-421.77484,-824.203,-795.76764,189.87512,479.625,950.39014,-174.97015,149.63135,590.8248,177.16162,-122.57001,582.48486,154.22217,-942.9116,691.7377,1
-984.1236,64.14404,633.3561,252.651,571.8385,656.29736,51.21753,-903.66003,-942.3355,717.49756,858.15076,608.0106,-653.3347,576.5746,-354.83936,464.641,-352.29388,795.5624,-558.6067,-342.96387,654.7965,200.9784,448.06165,777.2954,-976.91797,-221.79767,-65.99048,72.242676,-864.8317,297.66895,-585.9308,140.32166,-298.21973,-550.2092,592.6942,88.91077,383.3452,736.23,-20.820557,-529.0298,324.1587,-601.6569,-432.89203,-615.62427,-741.624,259.32324,-480.5099,744.2628,677.14746,514.7706,1
412.3922,-71.85791,-561.20496,-772.87915,-736.3223,-254.48859,-840.99646,562.56946,-690.188,998.13684,-264.41724,-345.17163,292.51135,774.13184,442.4286,388.25684,-121.65686,58.411987,-830.1049,-636.3882,-241.78516,-755.9363,-406.13605,-157.13452,-39.986694,-306.39087,-676.62305,-434.76044,-43.509705,626.10974,-593.22424,984.81226,-738.18945,-704.4987,968.8711,-299.24646,-615.985,677.50586,206.74048,634.4498,-763.028,696.92053,489.33435,-146.51935,-585.77545,404.0354,-113.85474,850.61536,-911.5355,-551.6137,1
92.77551,-443.3028,724.1948,-299.9997,426.31555,399.48987,277.4707,-67.25287,331.02466,316.26038,105.43469,111.36035,-335.11896,786.07886,419.69226,-986.85333,-69.85004,-331.48352,791.40247,-332.64526,-433.80585,918.6273,-47.71747,-590.3722,440.33044,-906.19867,-65.440796,-774.08295,752.6122,976.2825,-545.7775,499.68713,-286.9994,605.84314,-634.2307,278.19666,-445.54297,550.31604,2.9505615,738.09155,713.078,-662.61816,268.8634,657.4995,336.46265,629.2179,-549.9393,391.271,674.0853,-57.68457,0
903.1743,-902.04,358.52612,-502.0256,-1.1201172,-218.4024,103.982056,-865.3106,-993.14105,88.25659,928.572,-878.155,966.73816,736.86646,-350.4854,-815.16284,-986.18,965.6846,-894.65656,-915.0532,-885.257,-559.7122,-673.0985,-307.0122,717.0371,-304.10297,708.932,-346.03778,-572.12756,-623.6948,-873.3371,-539.34863,511.12268,283.6278,-103.138916,37.28076,-271.8036,-432.4486,500.40833,780.0956,846.9142,-740.29224,-936.4686,409.8883,-995.9584,-201.7464,737.3949,962.2251,30.91333,-810.31116,1
-679.15515,774.3152,-162.08911,-980.5972,738.66895,423.17773,-997.61084,-350.6151,317.81677,227.95728,-184.03009,-369.00348,-803.3976,-850.0525,220.95178,612.6461,656.99,707.0808,-698.0863,836.67126,687.6382,-134.65009,297.41467,-303.3239,665.46375,-222.17487,-541.97394,766.0333,-313.94507,712.63965,500.7539,-789.7942,-221.65088,-455.48615,896.24304,-439.99658,-993.43427,780.0946,-226.02063,-550.1636,-707.5375,-754.4103,-157.96527,114.48645,-316.4381,285.87793,-608.2701,-810.13605,-251.9267,-392.51807,0
-806.0841,-322.32172,-205.18542,-256.50934,892.40356,810.8967,696.5134,-473.2771,361.40002,-3.6766968,237.44775,928.12854,-582.3629,12.580994,-888.535,150.62231,264.20728,206.23462,-36.007202,964.2538,-908.053,555.74365,-798.2628,-73.184875,375.54102,-837.61096,-313.66003,-645.3042,-424.65686,979.2682,883.344,691.9929,-807.7572,403.91064,-444.60303,271.5918,-578.2705,737.01306,668.69727,-629.86743,14.64093,-550.7467,824.2687,929.4822,375.90295,-299.91248,-769.2744,350.5354,418.90332,-383.10303,1
2.769104,-639.12976,-758.03625,-530.2043,399.7334,115.986694,304.708,-933.1312,511.0796,-585.43884,455.9485,-553.4372,850.81104,191.35144,-98.957275,258.40137,-659.6353,-702.90845,995.5006,-899.8453,239.60925,982.9164,-387.05145,-480.95758,728.1587,477.56226,-240.61108,386.5044,44.291016,-421.20892,92.01672,920.5259,-643.665,276.1869,49.68701,756.4569,-128.52832,-919.3174,-586.5463,-843.28094,79.47058,-43.130737,289.4265,-298.2539,483.96155,-462.64685,742.5259,618.95703,-308.5799,644.12024,0
